hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID,total_guests,total_stay,lead_time_group,Revenue,guest_type,is_loyal,has_changes,is_waiting,season,high_intent,price_per_person
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,113,2019,May,20,20,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,0,Transient,190.0,0,0,Canceled,2019-01-27,6639,1.0,3,long_term,570.0,solo,no,0,0,normal,0,190.0
"W Barcelona Barcelona, Spain",1,158,2018,May,22,24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,31,Transient,130.0,0,0,Canceled,2018-01-18,6640,1.0,2,long_term,260.0,solo,no,0,1,normal,0,130.0
"Renaissance New York Times Square Hotel New York, NY",1,90,2017,September,40,28,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,170.0,0,0,Canceled,2017-09-22,6641,1.0,1,medium_term,170.0,solo,no,0,0,normal,0,170.0
"Des Moines West/Clive Courtyard Clive, IA",1,305,2018,October,40,1,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,35.0,17,Transient,100.0,0,0,Canceled,2017-12-18,6642,2.0,2,long_term,200.0,couple,no,0,1,normal,0,50.0
"Berlin Marriott Hotel Berlin, Germany",1,54,2018,November,47,17,2,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,88.4,0,1,Canceled,2018-10-28,6643,2.0,5,medium_term,442.0,couple,no,0,0,normal,0,44.2
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,31,2018,February,10,28,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,71.33,0,0,Check-Out,2018-03-02,6644,2.0,3,medium_term,213.99,couple,no,0,0,normal,0,35.665
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,77,2019,April,14,3,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,85.0,0,0,Check-Out,2019-04-08,6645,2.0,5,medium_term,425.0,couple,no,0,0,normal,0,42.5
"Baltimore BWI Airport Courtyard Linthicum, MD",1,76,2018,November,46,6,1,0,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,2,Canceled,2018-10-31,6646,2.0,1,medium_term,79.2,couple,no,0,0,normal,1,39.6
"Las Vegas Marriott Las Vegas, NV ",0,9,2017,September,39,25,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0,Transient,96.5,0,1,Check-Out,2017-09-27,6647,2.0,2,short_term,193.0,couple,no,0,0,normal,0,48.25
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,129,2017,August,32,6,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,14.0,0,Transient-Party,126.0,0,1,Check-Out,2017-08-09,6648,2.0,3,long_term,378.0,couple,no,0,0,peak,0,63.0
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,4,2018,February,7,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,58.0,0,2,Check-Out,2018-02-14,6649,2.0,1,last_minute,58.0,couple,no,0,0,normal,1,29.0
"Orlando Airport Courtyard Orlando, FL",0,0,2019,January,4,27,1,2,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,250.0,0,Transient-Party,93.0,0,0,Check-Out,2019-01-30,6650,3.0,3,last_minute,279.0,family/group,no,1,0,normal,0,31.0
"Renaissance Hamburg Hotel Hamburg, Germany",0,17,2017,October,43,22,2,3,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,129.8,0,0,Check-Out,2017-10-27,6651,2.0,5,short_term,649.0,couple,no,0,0,normal,0,64.9
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,241,2019,March,12,21,2,5,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,273.0,0,Transient-Party,41.6,0,0,Check-Out,2019-03-28,6652,2.0,7,long_term,291.2,couple,no,0,0,normal,0,20.8
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,89,2017,October,40,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-09-09,6653,2.0,4,medium_term,248.0,couple,no,0,0,normal,0,31.0
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,19,2018,February,7,7,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0,Transient,82.13,0,2,Check-Out,2018-02-10,6654,2.0,3,short_term,246.39,couple,no,0,0,normal,1,41.065
"Fort Worth University Drive Courtyard Fort Worth, TX",0,2,2018,May,19,5,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,8.0,0,Transient,156.0,0,0,Check-Out,2018-05-06,6655,1.0,1,last_minute,156.0,solo,no,0,0,normal,0,156.0
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,52,2019,February,7,13,1,3,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,74.8,0,0,Canceled,2018-12-31,6656,1.0,4,medium_term,299.2,solo,no,1,0,normal,0,74.8
"Fort Worth University Drive Courtyard Fort Worth, TX",0,4,2019,June,26,26,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,17,A,A,0,No Deposit,14.0,0,Transient,65.0,0,2,Check-Out,2019-06-29,6657,1.0,3,last_minute,195.0,solo,yes,0,0,peak,1,65.0
"Newark Liberty International Airport Courtyard Newark, NJ",1,82,2018,February,7,7,2,0,2,0.0,0,Undefined,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,67.0,0,Transient-Party,66.0,0,0,Canceled,2018-01-26,6658,2.0,2,medium_term,132.0,couple,yes,0,0,normal,0,33.0
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,2,2018,July,32,31,1,0,2,2.0,0,HB,DEU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,307.0,0,0,Check-Out,2018-08-01,6659,4.0,1,last_minute,307.0,family/group,no,0,0,peak,0,76.75
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,169,2019,July,27,6,0,2,3,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,0,Transient-Party,152.1,0,0,Check-Out,2019-07-08,6660,3.0,2,long_term,304.2,family/group,no,1,0,peak,0,50.699999999999996
"W New York – Times Square New York, NY",0,0,2019,February,8,21,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,0,Transient,88.0,0,0,Check-Out,2019-02-22,6661,2.0,1,last_minute,88.0,couple,no,1,0,normal,0,44.0
"Berlin Marriott Hotel Berlin, Germany",0,118,2018,June,24,6,1,2,1,0.0,0,BB,RUS,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,0,Transient-Party,110.0,0,0,Check-Out,2018-06-09,6662,1.0,3,long_term,330.0,solo,no,0,0,peak,0,110.0
"The St. Regis Osaka Osaka, Japan",0,163,2018,June,27,27,1,4,2,2.0,1,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196.0,0,Transient,150.69,1,1,Check-Out,2018-07-02,6663,5.0,5,long_term,753.45,family/group,no,0,0,peak,0,30.137999999999998
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",1,215,2019,June,26,28,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,110.0,0,0,Canceled,2018-11-25,6664,2.0,4,long_term,440.0,couple,no,0,0,peak,0,55.0
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,8,2018,March,11,8,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,96.0,0,0,Check-Out,2018-03-09,6665,1.0,1,short_term,96.0,solo,no,0,0,normal,0,96.0
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,14,2019,January,4,28,1,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,48.0,0,1,Check-Out,2019-01-30,6666,2.0,2,short_term,96.0,couple,no,0,0,normal,0,24.0
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,114,2019,May,22,28,2,2,2,0.0,0,BB,AUT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,95.0,0,0,Check-Out,2019-06-01,6667,2.0,4,long_term,380.0,couple,no,0,0,normal,0,47.5
"Frankfurt Marriott Hotel Frankfurt, Germany",0,41,2017,October,43,18,2,3,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,105.0,0,2,Check-Out,2017-10-23,6668,1.0,5,medium_term,525.0,solo,no,0,0,normal,1,105.0
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,232,2018,November,48,26,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11.0,0,Transient,30.0,0,0,Canceled,2018-10-18,6669,2.0,3,long_term,90.0,couple,no,0,0,normal,0,15.0
"Renaissance Hamburg Hotel Hamburg, Germany",0,118,2018,June,24,6,1,1,1,0.0,0,BB,NLD,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191.0,0,Transient-Party,110.0,0,0,Check-Out,2018-06-08,6670,1.0,2,long_term,220.0,solo,no,1,0,peak,0,110.0
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,2,2017,November,46,12,0,3,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,78.0,0,1,Check-Out,2017-11-15,6671,2.0,3,last_minute,234.0,couple,no,0,0,normal,0,39.0
"Berlin Marriott Hotel Berlin, Germany",0,21,2018,March,11,10,0,2,2,0.0,0,BB,NZL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,93.0,0,1,Check-Out,2018-03-12,6672,2.0,2,short_term,186.0,couple,no,0,0,normal,0,46.5
"The House, Barbados Barbados",0,61,2017,October,41,4,2,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12.0,0,Transient-Party,73.0,0,0,Check-Out,2017-10-06,6673,1.0,2,medium_term,146.0,solo,no,1,0,normal,0,73.0
"San Diego Sorrento Valley Courtyard San Diego, CA",0,12,2019,February,7,15,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,75.0,0,1,Check-Out,2019-02-17,6674,2.0,2,short_term,150.0,couple,no,0,0,normal,0,37.5
"The St. Regis Osaka Osaka, Japan",0,109,2019,March,12,19,2,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,20.0,5,Transient-Party,65.0,0,0,Check-Out,2019-03-26,6675,1.0,7,long_term,455.0,solo,no,1,1,normal,0,65.0
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,51,2019,July,28,9,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,0,Transient,80.1,0,0,Check-Out,2019-07-12,6676,2.0,3,medium_term,240.29999999999998,couple,no,0,0,peak,0,40.05
"Sheraton Diana Majestic, Milan Milan, Italy",1,221,2017,October,41,10,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208.0,0,Transient,34.0,0,0,Canceled,2017-09-11,6677,2.0,2,long_term,68.0,couple,no,0,0,normal,0,17.0
"Treasure Beach, Barbados Barbados",0,46,2017,November,45,7,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,2017-11-11,6678,2.0,4,medium_term,240.0,couple,no,0,0,normal,0,30.0
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",0,140,2019,August,32,7,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,80.1,0,0,Check-Out,2019-08-11,6679,2.0,4,long_term,320.4,couple,no,0,0,peak,0,40.05
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",0,0,2018,December,49,2,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,0.0,0,0,Check-Out,2018-12-04,6680,2.0,2,last_minute,0.0,couple,no,0,0,holiday,0,0.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,248,2019,May,18,3,1,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,54.0,0,1,Check-Out,2019-05-08,6681,2.0,5,long_term,270.0,couple,no,0,0,normal,0,27.0
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,41,2018,December,49,2,0,1,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,88.0,0,1,Check-Out,2018-12-03,6682,2.0,1,medium_term,88.0,couple,no,0,0,holiday,0,44.0
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",1,149,2019,January,4,27,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,126.0,0,0,Canceled,2018-08-31,6683,3.0,1,long_term,126.0,family/group,no,0,0,normal,0,42.0
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,181,2018,October,42,11,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234.0,0,Transient-Party,120.0,0,0,Check-Out,2018-10-13,6684,1.0,2,long_term,240.0,solo,no,0,0,normal,0,120.0
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",1,307,2019,July,28,15,2,5,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,155.0,0,3,Canceled,2019-04-17,6685,3.0,7,long_term,1085.0,family/group,no,0,0,peak,1,51.666666666666664
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",1,62,2018,August,35,24,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,189.0,0,0,Canceled,2018-06-24,6686,2.0,4,medium_term,756.0,couple,no,0,0,peak,0,94.5
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,0,2018,February,9,25,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,3,A,A,0,No Deposit,14.0,0,Transient,45.0,0,1,Check-Out,2018-02-26,6687,2.0,1,last_minute,45.0,couple,no,0,0,normal,0,22.5
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,85,2018,August,34,19,2,3,1,1.0,0,FB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,0,Transient,283.0,0,0,Check-Out,2018-08-24,6688,2.0,5,medium_term,1415.0,couple,no,1,0,peak,0,141.5
"W New York – Union Square New York, NY",1,9,2018,April,17,22,1,2,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,167.0,0,0,Canceled,2018-04-14,6689,3.0,3,short_term,501.0,family/group,no,0,0,normal,0,55.666666666666664
"Tamarind, Barbados Barbados",1,211,2018,May,23,31,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,46,Transient,115.0,0,0,Canceled,2017-12-18,6690,2.0,3,long_term,345.0,couple,no,0,1,normal,0,57.5
"W New York – Union Square New York, NY",0,0,2018,January,4,20,0,2,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,14.0,0,Transient,45.0,0,1,Check-Out,2018-01-22,6691,2.0,2,last_minute,90.0,couple,yes,0,0,normal,0,22.5
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",1,206,2019,April,17,28,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,130.5,0,3,Canceled,2018-10-27,6692,2.0,2,long_term,261.0,couple,no,0,0,normal,1,65.25
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,82,2019,May,19,12,0,2,2,0.0,0,BB,NGA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,102.0,0,2,Check-Out,2019-05-14,6693,2.0,2,medium_term,204.0,couple,no,0,0,normal,1,51.0
"Tamarind, Barbados Barbados",1,148,2019,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171.0,0,Transient,95.0,0,0,Canceled,2018-12-07,6694,2.0,2,long_term,190.0,couple,no,0,0,normal,0,47.5
"Chicago O'Hare Courtyard Des Plaines, IL",0,7,2019,April,14,3,1,0,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,184.0,0,Transient,122.0,1,0,Check-Out,2019-04-04,6695,1.0,1,last_minute,122.0,solo,no,0,0,normal,0,122.0
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,169,2018,March,14,31,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,1,Refundable,14.0,0,Transient-Party,66.0,0,0,Check-Out,2018-04-03,6696,2.0,3,long_term,198.0,couple,no,1,0,normal,0,33.0
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,90,2019,April,14,4,0,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,189.0,0,0,Canceled,2019-01-27,6697,4.0,3,medium_term,567.0,family/group,no,0,0,normal,0,47.25
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",1,106,2019,August,31,3,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,125.0,0,1,Canceled,2019-04-19,6698,2.0,3,long_term,375.0,couple,no,0,0,peak,0,62.5
"W London – Leicester Square London, United Kingdom",0,239,2017,September,38,19,1,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,248.0,0,Transient-Party,80.0,0,0,Check-Out,2017-09-21,6699,2.0,2,long_term,160.0,couple,no,0,0,normal,0,40.0
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,119,2018,March,14,29,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,39.0,0,Transient-Party,83.0,0,0,Check-Out,2018-03-31,6700,1.0,2,long_term,166.0,solo,no,0,0,normal,0,83.0
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,39,2018,March,14,27,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0,Transient,28.5,0,0,Check-Out,2018-03-31,6701,2.0,4,medium_term,114.0,couple,no,0,0,normal,0,14.25
"Indianapolis Airport Courtyard Indianapolis, IN",1,275,2018,April,17,17,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,0,Transient,110.0,0,0,Canceled,2017-08-04,6702,2.0,2,long_term,220.0,couple,no,0,0,normal,0,55.0
"Treasure Beach, Barbados Barbados",1,35,2019,March,12,25,2,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,101.33,0,0,Canceled,2019-02-19,6703,1.0,3,medium_term,303.99,solo,no,0,0,normal,0,101.33
"W Barcelona Barcelona, Spain",0,215,2018,August,33,8,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,0,Transient-Party,96.3,0,2,Check-Out,2018-08-11,6704,2.0,3,long_term,288.9,couple,no,1,0,peak,1,48.15
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,11,2019,May,19,9,0,3,1,0.0,0,BB,DZA,Aviation,Corporate,1,0,1,D,D,0,No Deposit,14.0,0,Transient,110.0,0,0,Check-Out,2019-05-12,6705,1.0,3,short_term,330.0,solo,yes,0,0,normal,0,110.0
"Louisville East Courtyard Louisville, KY",1,70,2018,August,34,19,2,3,1,3.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,14.0,0,Transient,200.7,0,0,Canceled,2018-06-17,6706,4.0,5,medium_term,1003.5,family/group,no,0,0,peak,0,50.175
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,39,2017,August,33,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,109.0,0,0,Check-Out,2017-08-16,6707,2.0,2,medium_term,218.0,couple,no,0,0,peak,0,54.5
"Frankfurt Marriott Hotel Frankfurt, Germany",1,162,2019,May,18,6,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0,Transient,80.0,0,0,Canceled,2018-12-09,6708,1.0,3,long_term,240.0,solo,no,0,0,normal,0,80.0
"St. Louis Downtown West Courtyard St. Louis, MO",0,75,2019,March,13,31,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,92.4,0,1,Check-Out,2019-04-03,6709,2.0,3,medium_term,277.20000000000005,couple,no,0,0,normal,0,46.2
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,103,2018,May,19,1,3,5,2,0.0,0,BB,NLD,Groups,TA/TO,0,0,0,A,D,6,No Deposit,95.0,0,Transient-Party,47.0,0,0,Check-Out,2018-05-09,6710,2.0,8,long_term,376.0,couple,no,1,0,normal,0,23.5
"Albuquerque Airport Courtyard Albuquerque, NM",0,63,2018,April,17,19,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,0,Transient,118.8,0,1,Check-Out,2018-04-22,6711,2.0,3,medium_term,356.4,couple,no,0,0,normal,0,59.4
"Greensboro Courtyard Greensboro, NC",0,11,2019,February,6,5,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2019-02-10,6712,2.0,5,short_term,375.0,couple,no,0,0,normal,0,37.5
"St. Louis Downtown West Courtyard St. Louis, MO",0,112,2018,May,19,6,2,7,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,57.8,0,0,Check-Out,2018-05-15,6713,2.0,9,long_term,520.1999999999999,couple,no,0,0,normal,0,28.9
"Louisville East Courtyard Louisville, KY",1,143,2019,July,27,7,0,2,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,177.3,0,0,Canceled,2019-06-13,6714,3.0,2,long_term,354.6,family/group,no,0,0,peak,0,59.1
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,57,2019,May,18,6,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,144.0,0,0,Canceled,2019-04-29,6715,2.0,5,medium_term,720.0,couple,no,0,0,normal,0,72.0
"Anaheim Marriott Anaheim, CA",0,20,2019,January,1,1,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,14.0,0,Transient-Party,65.0,0,0,Check-Out,2019-01-02,6716,1.0,1,short_term,65.0,solo,no,1,0,normal,0,65.0
"San Diego Sorrento Valley Courtyard San Diego, CA",0,330,2019,June,23,8,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0,Contract,84.7,0,1,Check-Out,2019-06-15,6717,2.0,7,long_term,592.9,couple,no,0,0,peak,0,42.35
"Orlando Airport Courtyard Orlando, FL",0,147,2018,July,30,22,1,2,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22.0,0,Transient,84.58,0,1,Check-Out,2018-07-25,6718,3.0,3,long_term,253.74,family/group,no,0,0,peak,0,28.19333333333333
"The Ritz-Carlton, Tokyo Tokyo, Japan",1,443,2018,April,18,29,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0,Transient,65.0,0,0,Canceled,2018-01-19,6719,2.0,1,long_term,65.0,couple,no,0,0,normal,0,32.5
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",0,9,2018,February,6,6,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,59.0,0,0,Check-Out,2018-02-07,6720,2.0,1,short_term,59.0,couple,no,0,0,normal,0,29.5
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",1,27,2017,September,40,30,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64.0,21,Transient,108.0,0,0,Canceled,2017-09-24,6721,2.0,2,short_term,216.0,couple,no,0,1,normal,0,54.0
"Leipzig Marriott Hotel Leipzig, Germany",0,145,2019,June,26,29,0,2,2,0.0,0,BB,NZL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,126.0,0,0,Check-Out,2019-07-01,6722,2.0,2,long_term,252.0,couple,no,0,0,peak,0,63.0
"Courtyard by Marriott Paris Gare de Lyon Paris, France",1,51,2019,February,7,17,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,113.4,0,3,Canceled,2019-01-09,6723,3.0,2,medium_term,226.8,family/group,no,0,0,normal,1,37.800000000000004
"Heidelberg Marriott Hotel Heidelberg, Germany",0,0,2018,December,50,8,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,105.0,0,0,Check-Out,2018-12-09,6724,2.0,1,last_minute,105.0,couple,no,0,0,holiday,0,52.5
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",0,2,2018,April,18,24,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,108.0,1,1,Check-Out,2018-04-25,6725,2.0,1,last_minute,108.0,couple,no,0,0,normal,0,54.0
"The House, Barbados Barbados",1,31,2019,June,23,4,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,158.0,0,0,Canceled,2019-05-07,6726,2.0,5,medium_term,790.0,couple,no,0,0,peak,0,79.0
